,日期時間,標題,連結
41,2022/08/28 12:37,達比修有7局好投壓制皇家　大聯盟生涯90勝入袋,https://www.ettoday.net/news/20220828/2326200.htm
42,2022/08/28 12:35,黛安娜王妃個人座駕　Ford Escort拍得2600萬,https://www.ettoday.net/news/20220828/2326202.htm
43,2022/08/28 12:34,協助台南大北門區身障朋友自立　社會局與慈光心智關懷協會辦理小作所,https://www.ettoday.net/news/20220828/2326203.htm
44,2022/08/28 12:30,鄭家純「服裝太害羞」　為女性砸千萬網嗨：造福陰間,https://www.ettoday.net/news/20220828/2326201.htm
45,2022/08/28 12:30,爽拍療癒系美照！火車呼嘯而過成台南新熱點　還能順遊濕地太過癮,https://www.ettoday.net/news/20220828/2266712.htm
46,2022/08/28 12:29,最後一天！3.5萬人擠爆鹽酥雞嘉年華　全國近百知名店家都在高雄,https://www.ettoday.net/news/20220828/2326199.htm
47,2022/08/28 12:27,小三「裸體熱舞」娛人夫：性侵你要負責　正宮把影片貼臉書求償,https://www.ettoday.net/news/20220828/2326133.htm
48,2022/08/28 12:26,熱帶低壓生成！最快今成11號颱風「軒嵐諾」　對台影響出爐,https://www.ettoday.net/news/20220828/2326197.htm
49,2022/08/28 12:26,照片曝光！美軍2巡洋艦通過台灣海峽　第七艦隊證實,https://www.ettoday.net/news/20220828/2326188.htm
50,2022/08/28 12:24,大膽用槍！中壢夜店鬥毆1女受傷咆哮　兩陣營蠢動...警對空開6槍,https://www.ettoday.net/news/20220828/2326183.htm
51,2022/08/28 12:22,尋找最強學伴！   台南山區博物館旅遊又能款好開學用品！,https://www.ettoday.net/news/20220828/2326198.htm
52,2022/08/28 12:22,不畏黨紀處分！國民黨里長到場力挺黃珊珊　「祝高票當選」,https://www.ettoday.net/news/20220828/2326192.htm
53,2022/08/28 12:19,快訊／北市拖車吊臂「勾到紅綠燈」！　燈桿基座連根拔起斜躺路口,https://www.ettoday.net/news/20220828/2326196.htm
54,2022/08/28 12:19,10萬買賓士AMG！人體工學辦公椅細節滿滿　讓你坐在賽車上工作,https://www.ettoday.net/news/20220828/2303106.htm
55,2022/08/28 12:17,才簽7.9億台幣大約　魔術射手哈里斯驚傳半月板破裂,https://www.ettoday.net/news/20220828/2326189.htm
56,2022/08/28 12:16,運河撈到浮屍！驚傳是「失蹤已久」女主持人　手腳綁石慘死,https://www.ettoday.net/news/20220828/2326151.htm
57,2022/08/28 12:14,視察白河關子嶺寶泉露頭步道災後復建工程　黃偉哲讓景觀再升級,https://www.ettoday.net/news/20220828/2326194.htm
58,2022/08/28 12:14,全代會未提九二共識　朱立倫：夏立言訪陸當面表達對軍演不滿,https://www.ettoday.net/news/20220828/2326191.htm
59,2022/08/28 12:09,黃珊珊發言人團隊亮相！前女主播出任　國民黨2青年軍也加入,https://www.ettoday.net/news/20220828/2326160.htm
60,2022/08/28 12:09,川普海湖莊園爆私藏機密文件　美情報部門展開國安風險評估,https://www.ettoday.net/news/20220828/2326116.htm
61,2022/08/28 12:08,疫苗採購爭議　陳時中批蔣萬安：連手上權力都不知如何運用,https://www.ettoday.net/news/20220828/2326148.htm
62,2022/08/28 12:08,南韓入境防疫研擬再放寬！考慮「免除陰性證明」　不限本國籍人士,https://www.ettoday.net/news/20220828/2326053.htm
63,2022/08/28 12:07,土地公神蹟！託夢「五爪金龍」欽定雕刻師　主委驚嘆：真有這人　,https://www.ettoday.net/news/20220828/2326165.htm
64,2022/08/28 12:04,快訊／北風吹水氣增！7縣市「大雨特報」午後雷雨提早開炸,https://www.ettoday.net/news/20220828/2326190.htm
65,2022/08/28 12:04,快訊／油價明起再降價　汽油每公升調降0.3元「加油等等！」,https://www.ettoday.net/news/20220828/2326185.htm
66,2022/08/28 12:02,投信本周買賣超前10名　永豐金回補1.2萬張,https://www.ettoday.net/news/20220828/2326184.htm
67,2022/08/28 12:01,陳時中談政府效率　蔣萬安競辦：是指疫苗採購合約塗黑遮蔽？,https://www.ettoday.net/news/20220828/2326102.htm
68,2022/08/28 12:00,2個女人的戰爭！黃捷、柯志恩為動保政見抄襲槓上　陳其邁回應了,https://www.ettoday.net/news/20220828/2326181.htm
69,2022/08/28 12:00,陸娛圈變渣男窩…劈腿家暴醜聞連環爆！人妻女星：爛桃花絕不留戀,https://www.ettoday.net/news/20220828/2326174.htm
70,2022/08/28 12:00,遭棄鴨子在公園遊蕩被追　進收容所交到好朋友蓮花池畔共游,https://www.ettoday.net/news/20220828/2326081.htm
71,2022/08/28 12:00,阿金躺「超涼枕頭」睡到吐舌頭、嘴邊肉溢出　爽翻姿勢萌翻全網,https://www.ettoday.net/news/20220828/2326066.htm
72,2022/08/28 12:00,首創獨家素棒棒腿！台中「香菇控」滿漢全席　特級杏鮑菇一咬噴汁,https://www.ettoday.net/news/20220828/2319913.htm
73,2022/08/28 11:58,赴美受訓遭槍擊！荷蘭3名突擊隊員中彈　1人命危,https://www.ettoday.net/news/20220828/2326105.htm
74,2022/08/28 11:57,楊繡惠半夜3點突痛到掛急診！　健康亮紅燈虛弱請假：姐真的累了,https://www.ettoday.net/news/20220828/2326180.htm
75,2022/08/28 11:54,100g不到90大卡！泰國蝦營養超高「助發育、長肌肉」　命名由來曝,https://www.ettoday.net/news/20220828/2326067.htm
76,2022/08/28 11:53,登奇萊東稜掉10米邊坡！男嘴唇撕裂無法進食　黑鷹吊掛救援,https://www.ettoday.net/news/20220828/2326167.htm
77,2022/08/28 11:52,全代會提李登輝、18歲公民權　朱立倫：除了正藍也要中間選民,https://www.ettoday.net/news/20220828/2326178.htm
78,2022/08/28 11:51,調降1成社宅租金如何確保財源？　陳時中：青年政策不該將本求利,https://www.ettoday.net/news/20220828/2326142.htm
79,2022/08/28 11:50,失聯女移工偽造身分證　竟取得職安證書！17人被逮雇主仲介全挨罰,https://www.ettoday.net/news/20220828/2326161.htm
80,2022/08/28 11:44,「民進黨只會關門罵自己人」　朱立倫替夏立言反擊：他們做了什麼？,https://www.ettoday.net/news/20220828/2326169.htm
81,2022/08/28 11:44,鄭寶清為何參選？ 　前縣長：關鍵還是蔡英文,https://www.ettoday.net/news/20220828/2326039.htm
82,2022/08/28 11:43,8／25發布2逃犯查緝專刊　黃國昌質疑延遲...刑事局回應了,https://www.ettoday.net/news/20220828/2326162.htm
83,2022/08/28 11:43,天氣太熱！跳台流出一條「黑色大蟒蛇」　網笑：全球暖化,https://www.ettoday.net/news/20220828/2326135.htm
84,2022/08/28 11:42, 「衛冕是媒體說法！」英國楊丞琳重返美網　照自己方式比賽,https://www.ettoday.net/news/20220828/2326168.htm
85,2022/08/28 11:42,許淑華稱「對論文有絕對信心」不退選　她再曝關鍵證據打臉,https://www.ettoday.net/news/20220828/2326164.htm
86,2022/08/28 11:42,台南Josh被妹貼太開心　「新嫂子」臉黑了！網嗨笑：共勉梔,https://www.ettoday.net/news/20220828/2326112.htm
87,2022/08/28 11:40,「殺警案民怨沸騰」遭點名是否挺廢死　陳其邁：支持嚴懲暴徒,https://www.ettoday.net/news/20220828/2326157.htm
88,2022/08/28 11:38,國4轎車撞破護欄翻覆！車內竟塞6人...駕駛：突然打滑,https://www.ettoday.net/news/20220828/2326159.htm
89,2022/08/28 11:38,嘉義特色牛奶鳳梨連鎖通路上架　品質更勝金鑽鳳梨,https://www.ettoday.net/news/20220828/2326061.htm
90,2022/08/28 11:37,腳踏車肇逃、闖紅燈都抓不到！英國計畫「強制掛車牌＋買保險」,https://www.ettoday.net/news/20220828/2323514.htm
91,2022/08/28 11:36,李唯楓結婚又離婚　抱兒返家當單親爸和父母槓上,https://www.ettoday.net/news/20220828/2326163.htm
92,2022/08/28 11:36,黃珊珊疑行政不中立？　陳時中緩頰：未來分寸會拿捏更好,https://www.ettoday.net/news/20220828/2326132.htm
93,2022/08/28 11:33,克里夫蘭網賽　詹皓晴女雙4強止步,https://www.ettoday.net/news/20220828/2326153.htm
94,2022/08/28 11:33,台南殺警人神共憤！花蓮持續大掃黑　優勢警力專案臨檢,https://www.ettoday.net/news/20220828/2326145.htm
95,2022/08/28 11:30,房子2個月沒人住　她回家卻見「耗了43度電」！內行揪出吃電怪獸,https://www.ettoday.net/news/20220828/2326124.htm
96,2022/08/28 11:30,嘉檢民雄模範父親表揚大會宣導反賄選　建立和諧安祥社會,https://www.ettoday.net/news/20220828/2326013.htm
97,2022/08/28 11:30,3人座「沙發坐墊」下殺799元　透氣涼爽、可水洗超方便,https://www.ettoday.net/news/20220828/2323872.htm
98,2022/08/28 11:28,碰！轉彎未注意前車　嘉義休旅追撞大貨卡車頭全毀,https://www.ettoday.net/news/20220828/2326129.htm
99,2022/08/28 11:28,國際智慧醫療高峰會中榮登場　陳適安：打造台灣第二座護國神山,https://www.ettoday.net/news/20220828/2326107.htm
100,2022/08/28 11:24,天氣熱又常停電！她買「太陽能板」接電扇　一照光真的動了,https://www.ettoday.net/news/20220828/2325287.htm
101,2022/08/28 11:23,才開心宣布交台灣男友　陸生網紅哭訴「被母勸分手」理由是兩岸現況,https://www.ettoday.net/news/20220828/2326123.htm
102,2022/08/28 11:23,嘉義地檢署結合嘉義市政府　城市夜跑宣導賄選,https://www.ettoday.net/news/20220828/2326011.htm
103,2022/08/28 11:21,洋基牛棚拉警報！查普曼刺青嚴重感染　進15日傷兵名單,https://www.ettoday.net/news/20220828/2326147.htm
104,2022/08/28 11:21,「房貸應延到40年」陸專家看房市：農民應進城買房，開車回鄉種地,https://www.ettoday.net/news/20220828/2326014.htm
105,2022/08/28 11:21,天然湧泉池餵魚！全台唯一「豬舍版」休閒農場　焢窯、摸蜆好有趣,https://www.ettoday.net/news/20220828/2276659.htm
106,2022/08/28 11:20,IU親上陣搶自己的演唱會門票　列4攻略＋喊李泰民咒語「居然搶到三張」,https://www.ettoday.net/news/20220828/2326140.htm
107,2022/08/28 11:20,何豪傑、和家馨18歲帥兒獲「城市先生」冠軍！　新片邀約秒上門,https://www.ettoday.net/news/20220828/2326139.htm
108,2022/08/28 11:17,徐國勇遭郭台銘轟尸位素餐應下台　他列「10大挺警消作為」平反,https://www.ettoday.net/news/20220828/2326150.htm
109,2022/08/28 11:15,惡房東蓋違建租學生！還要房客說謊　新北連拆4案畫面超療癒,https://www.ettoday.net/news/20220828/2326134.htm
110,2022/08/28 11:12,蔡依林沙灘照驚洩人在美國！　爆年底開唱…網瘋猜下一步動向,https://www.ettoday.net/news/20220828/2326143.htm
111,2022/08/28 11:12,全民運直排溜冰陳毅帆表現卓越　大比分差距奪下金牌,https://www.ettoday.net/news/20220828/2326010.htm
112,2022/08/28 11:11,台一線苗栗白沙屯段3機車撞一團　高雄3男大生環島提前結束,https://www.ettoday.net/news/20220828/2326141.htm
113,2022/08/28 11:09,染新冠竟癱瘓！6歲小妹「腦腫腎衰」躺床昏迷　醫嚇：沒看過這種事,https://www.ettoday.net/news/20220828/2326083.htm
114,2022/08/28 11:07,九月雪夢幻降臨！大溪「4處順遊提案」　羊駝動物農莊、南法喝午茶,https://www.ettoday.net/news/20220828/2326131.htm
115,2022/08/28 11:07,地方公職人員選舉25日開放領表　9／2登記截止,https://www.ettoday.net/news/20220828/2326009.htm
116,2022/08/28 11:03,鍾東錦參選苗栗縣長釀藍營分裂　謝福弘：兄弟登山各自努力,https://www.ettoday.net/news/20220828/2326137.htm
117,2022/08/28 11:02,台積電3奈米量產落後市占仍超三星　韓媒曝關鍵原因,https://www.ettoday.net/news/20220828/2326136.htm
118,2022/08/28 11:01,全國第一座鱟復育濱海環境教育場館動土　將取得綠建築標章,https://www.ettoday.net/news/20220828/2326008.htm
119,2022/08/28 11:00,穿比基尼拉票！日系正妹「宣布選里長」　網見真相：差點搬去台中,https://www.ettoday.net/news/20220828/2326117.htm
